category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Pramipexole Teva,Parkinson Disease,pramipexole,pramipexole dihydrochloride monohydrate,940,False,authorised,N04BC05,False,True,False,False,False,False,False,12/18/08,,Teva Pharma B.V.,Anti-Parkinson drugs,10/23/08,11/5/21,22.0,"Pramipexole Teva is indicated for treatment of the signs and symptoms of idiopathic Parkinson's disease, alone (without levodopa) or in combination with levodopa, i.e. over the course of the disease, through to late stages when the effect of levodopa wears off or becomes inconsistent and fluctuations of the therapeutic effect occur (end-of-dose or 'on-off' fluctuations).Pramipexole Teva is indicated in adults for symptomatic treatment of moderate to severe idiopathic Restless Legs Syndrome in doses up to 0.54 mg of base (0.75 mg of salt) (see section 4.2).",,2017-12-14T01:00:00Z,2021-11-23T18:32:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/pramipexole-teva
human,Enurev Breezhaler,"Pulmonary Disease, Chronic Obstructive",glycopyrronium bromide,glycopyrronium bromide,2691,False,authorised,R03BB06,False,False,False,False,False,False,False,9/28/12,,Novartis Europharm Ltd,"Drugs for obstructive airway diseases,",,10/28/21,10.0,Enurev Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2017-07-13T00:00:00Z,2021-11-10T17:24:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/enurev-breezhaler
human,Zomarist,"Diabetes Mellitus, Type 2","vildagliptin, metformin","vildagliptin, metformin hydrochloride",1049,False,authorised,A10BD08,False,False,False,False,False,False,False,11/30/08,,Novartis Europharm Limited ,Drugs used in diabetes,,10/12/21,22.0,"Zomarist is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:in patients who are inadequately controlled with metformin hydrochloride alone.in patients who are already being treated with the combination of vildagliptin and metformin hydrochloride, as separate tablets.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate.",,2017-04-21T07:09:00Z,2021-11-10T13:35:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zomarist
human,Entacapone Orion,Parkinson Disease,entacapone,entacapone,2440,False,authorised,N04BX02,False,False,False,False,False,False,False,8/18/11,,Orion Corporation,Anti-Parkinson drugs,6/23/11,10/21/21,10.0,"Entacapone is indicated as an adjunct to standard preparations of levodopa / benserazide or levodopa / carbidopa for use in adult patients with Parkinson's disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",,2016-12-15T10:29:00Z,2021-11-10T09:43:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/entacapone-orion
human,Tovanor Breezhaler,"Pulmonary Disease, Chronic Obstructive",glycopyrronium bromide,glycopyrronium bromide,2690,False,authorised,R03BB06,False,False,False,False,False,False,False,9/28/12,,Novartis Europharm Limited,"Drugs for obstructive airway diseases,",,10/28/21,15.0,Tovanor Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2018-07-09T15:00:00Z,2021-11-09T18:18:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tovanor-breezhaler
human,Comtess,Parkinson Disease,entacapone,entacapone,170,False,authorised,N04BX02,False,False,False,False,False,False,False,9/16/98,,Orion Corporation,Anti-Parkinson drugs,5/27/98,10/21/21,28.0,"Entacapone is indicated as an adjunct to standard preparations of levodopa / benserazide or levodopa / carbidopa for use in patients with Parkinson's disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",,2016-12-15T02:00:00Z,2021-11-05T17:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/comtess
human,Rasagiline ratiopharm,Parkinson Disease,rasagiline,rasagiline,3957,False,authorised,N04BD02,False,False,False,False,False,False,False,1/12/15,,Teva B.V.,Anti-Parkinson drugs,11/20/14,10/21/21,8.0,Rasagiline ratiopharm is indicated for the treatment of idiopathic Parkinson’s disease (PD) as monotherapy (without levodopa) or as adjunct therapy (with levodopa) in patients with end of dose fluctuations.,,2018-06-21T11:59:00Z,2021-11-05T14:31:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-ratiopharm
human,Emtricitabine/Tenofovir disoproxil Krka,HIV Infections,"emtricitabine, tenofovir disoproxil","emtricitabine, tenofovir disoproxil succinate",4215,False,authorised,J05AR03,False,True,False,False,False,False,False,12/9/16,,"KRKA, d.d., Novo mesto",Antivirals for systemic use,10/13/16,10/12/21,11.0,"Treatment of HIV-1 infectionEmtricitabine/tenofovir disoproxil Krka is indicated in antiretroviral combination therapy for the treatment of HIV-1 infected adults.Emtricitabine/Tenofovir disoproxil Krka is also indicated for the treatment of HIV-1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents, aged 12 to < 18 years (see section 5.1Pre-exposure prophylaxis (PrEP)Emtricitabine/Tenofovir disoproxil Krka is indicated in combination with safer sex practices for pre-exposure prophylaxis to reduce the risk of sexually acquired HIV-1 infection in adults at high risk.",,2018-07-25T12:00:00Z,2021-10-29T16:22:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/emtricitabine-tenofovir-disoproxil-krka
human,Telmisartan Teva Pharma,Hypertension,telmisartan,telmisartan,2511,False,authorised,C09CA07,False,True,False,False,False,False,False,10/3/11,,Teva B.V.,Agents acting on the renin-angiotensin system,7/21/11,10/8/21,10.0,Treatment of essential hypertension in adults.,,2016-06-09T14:02:00Z,2021-10-26T17:52:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/telmisartan-teva-pharma
human,Xadago,Parkinson Disease,safinamide,safinamide methanesulfonate,2396,False,authorised,N04B,False,False,False,False,False,False,False,2/23/15,,Zambon SpA,Anti-Parkinson drugs,,10/11/21,12.0,Xadago is indicated for the treatment of adult patients with idiopathic Parkinson’s disease (PD) as add-on therapy to a stable dose of Levodopa (L-dopa) alone or in combination with other PD medicinal products in mid-to late-stage fluctuating patients.,,2017-12-20T13:09:00Z,2021-10-26T17:27:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/xadago
human,Comtan,Parkinson Disease,entacapone,entacapone,171,False,authorised,N04BX02,False,False,False,False,False,False,False,9/22/98,,Orion Corporation,Anti-Parkinson drugs,,10/11/21,26.0,"Entacapone is indicated as an adjunct to standard preparations of levodopa / benserazide or levodopa / carbidopa for use in adult patients with Parkinson's disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",,2018-06-27T02:00:00Z,2021-10-26T16:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/comtan
human,Humalog,Diabetes Mellitus,insulin lispro,insulin lispro,88,False,authorised,"A10AB04, A10AD04",False,False,False,False,False,False,False,4/30/96,,Eli Lilly Nederland B.V.,Drugs used in diabetes,,9/7/21,34.0,For the treatment of adults and children with diabetes mellitus who require insulin for the maintenance of normal glucose homeostasis. Humalog is also indicated for the initial stabilisation of diabetes mellitus.,,2018-02-01T13:43:00Z,2021-10-05T17:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/humalog
human,Entacapone Teva,Parkinson Disease,entacapone,entacapone,2075,False,authorised,N04BX02,False,True,False,False,False,False,False,2/18/11,,Teva Pharma B.V.,Anti-Parkinson drugs,11/18/10,9/10/21,10.0,"Entacapone is indicated as an adjunct to standard preparations of levodopa / benserazide or levodopa / carbidopa for use in adult patients with Parkinson's disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",,2016-03-30T00:00:00Z,2021-09-28T17:35:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/entacapone-teva
human,Abasaglar (previously Abasria),Diabetes Mellitus,insulin glargine,insulin glargine,2835,False,authorised,A10AE04,False,False,True,False,False,False,False,9/9/14,,Eli Lilly Nederland B.V.,Drugs used in diabetes,6/26/14,9/10/21,12.0,"Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.",,2018-02-27T14:02:00Z,2021-09-24T15:38:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/abasaglar-previously-abasria
human,Fiasp,Diabetes Mellitus,insulin aspart,insulin aspart,4046,False,authorised,A10AB05,False,False,False,False,False,False,False,1/9/17,,Novo Nordisk A/S,"Drugs used in diabetes, Insulins and analogues for injection, fast-acting",11/10/16,8/18/21,8.0,"Treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.",,2018-04-12T11:59:00Z,2021-09-23T14:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/fiasp
human,Onbrez Breezhaler,"Pulmonary Disease, Chronic Obstructive",indacaterol,indacaterol maleate,1114,False,authorised,R03AC18,False,False,False,False,False,False,False,11/29/09,,Novartis Europharm Limited ,"Drugs for obstructive airway diseases,",9/24/09,8/6/21,17.0,Onbrez Breezhaler is indicated for maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease.,,2018-08-23T00:00:00Z,2021-09-23T12:11:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler
human,Ryzodeg,Diabetes Mellitus,"insulin degludec, insulin aspart","insulin aspart, insulin degludec",2499,False,authorised,A10AD06,False,False,False,False,False,False,False,1/21/13,,Novo Nordisk A/S,Drugs used in diabetes,10/18/12,7/15/21,13.0,"Treatment of diabetes mellitus in adults, adolescents and children from the age of 2 years.",,2017-10-12T12:33:00Z,2021-09-23T11:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ryzodeg
human,Telmisartan Teva,Hypertension,telmisartan,telmisartan,1146,False,withdrawn,C09CA07,False,True,False,False,False,False,False,1/25/10,,Teva B.V.,Agents acting on the renin-angiotensin system,11/19/09,2/9/21,11.0,Treatment of essential hypertension in adults,,2018-07-25T00:00:00Z,2021-09-17T15:40:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/telmisartan-teva
human,Kirsty (previously Kixelle),Diabetes Mellitus,insulin aspart,insulin aspart,4965,False,authorised,A10AB05,True,False,True,False,False,False,False,2/5/21,,Mylan Ireland Limited,Drugs used in diabetes,12/10/20,7/16/21,1.0,"Kirsty is indicated for treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.",,2021-03-16T15:47:00Z,2021-09-14T13:42:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/kirsty-previously-kixelle
human,Bortezomib Sun,Multiple Myeloma,bortezomib,bortezomib,4076,False,authorised,L01XG01,False,True,False,False,False,False,False,7/22/16,,SUN Pharmaceutical Industries (Europe) B.V.,Antineoplastic agents,3/26/16,8/31/21,12.0,"Bortezomib SUN as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation.Bortezomib SUN in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation.Bortezomib SUN in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation.Bortezomib SUN in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.",,2017-09-07T14:03:00Z,2021-09-09T11:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-sun
human,Oslif Breezhaler,"Pulmonary Disease, Chronic Obstructive",indacaterol,indacaterol maleate,1210,False,authorised,R03AC18,False,False,False,False,False,False,False,11/29/09,,Novartis Europharm Limited ,"Drugs for obstructive airway diseases,",,8/6/21,17.0,Oslif Breezhaler is indicated for maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease.,,2018-05-08T01:00:00Z,2021-09-08T13:48:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/oslif-breezhaler
human,Hirobriz Breezhaler,"Pulmonary Disease, Chronic Obstructive",indacaterol,indacaterol maleate,1211,False,authorised,R03AC18,False,False,False,False,False,False,False,11/30/09,,Novartis Europharm Limited,"Drugs for obstructive airway diseases,",9/24/09,8/6/21,18.0,Hirobriz Breezhaler is indicated for maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease.,,2018-08-23T13:40:00Z,2021-09-08T13:39:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/hirobriz-breezhaler
human,Xoterna Breezhaler,"Pulmonary Disease, Chronic Obstructive","indacaterol, glycopyrronium bromide","indacaterol, glycopyrronium bromide",3755,False,authorised,R03AL04,False,False,False,False,False,False,False,9/18/13,,Novartis Europharm Limited,Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,7/25/13,8/6/21,16.0,Xoterna Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2018-07-23T12:32:00Z,2021-09-07T16:54:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/xoterna-breezhaler
human,Irbesartan Teva,Hypertension,irbesartan,irbesartan,1093,False,authorised,C09CA04,False,True,False,False,False,False,False,10/30/09,,Teva B.V.,Agents acting on the renin-angiotensin system,7/23/09,7/29/21,15.0,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen.,,2016-08-31T00:00:00Z,2021-09-06T16:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-teva
human,Ultibro Breezhaler,"Pulmonary Disease, Chronic Obstructive","indacaterol, glycopyrronium bromide","indacaterol, glycopyrronium bromide",2679,False,authorised,R03AL04,False,False,False,False,False,False,False,9/19/13,,Novartis Europharm Limited,"Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids, Drugs for obstructive airway diseases,",,8/6/21,13.0,Ultibro Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2018-07-23T17:15:00Z,2021-09-01T13:07:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ultibro-breezhaler
human,Bortezomib Fresenius Kabi,Multiple Myeloma,bortezomib,bortezomib,5074,False,authorised,L01XG01,False,True,False,False,False,False,False,11/14/19,,Fresenius Kabi Deutschland GmbH,Antineoplastic agents,9/19/19,7/28/21,5.0,"Bortezomib as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation.Bortezomib in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation.Bortezomib in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation.Bortezomib in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.",,2019-11-25T15:01:00Z,2021-09-01T12:33:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-fresenius-kabi
human,Ifirmasta (previously Irbesartan Krka),Hypertension,irbesartan,irbesartan hydrochloride,962,False,authorised,C09CA04,False,True,False,False,False,False,False,12/1/08,,"Krka, d.d., Novo mesto",Agents acting on the renin-angiotensin system,9/25/08,6/30/21,14.0,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen.,,2016-10-05T14:13:00Z,2021-08-03T17:03:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ifirmasta
human,Portrazza,"Carcinoma, Non-Small-Cell Lung",necitumumab,necitumumab,3886,False,withdrawn,L01,True,False,False,False,False,False,False,2/15/16,,Eli Lilly Nederland B.V.,Antineoplastic agents,,2/18/21,3.0,Portrazza in combination with gemcitabine and cisplatin chemotherapy is indicated for the treatment of adult patients with locally advanced or metastatic epidermal growth factor receptor (EGFR) expressing squamous non-small cell lung cancer who have not received prior chemotherapy for this condition.,,2016-11-10T12:58:00Z,2021-07-27T13:54:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/portrazza
human,Emtricitabine/Tenofovir disoproxil Zentiva,HIV Infections,"emtricitabine, tenofovir disoproxil","emtricitabine, tenofovir disoproxil phosphate",4137,False,authorised,J05AR03,False,True,False,False,False,False,False,11/9/16,,Zentiva k.s.,Antivirals for systemic use,9/15/16,7/16/21,6.0,"Treatment of HIV-1 infectionEmtricitabine/Tenofovir disoproxil Zentiva is indicated in antiretroviral combination therapy for the treatment of HIV-1 infected adults.Emtricitabine/Tenofovir disoproxil Zentiva is also indicated for the treatment of HIV-1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents.Pre-exposure prophylaxis (PrEP)Emtricitabine/Tenofovir disoproxil Zentiva is indicated in combination with safer sex practices for pre-exposure prophylaxis to reduce the risk of sexually acquired HIV-1 infection in adults and adolescents at high risk.",,2017-10-13T12:11:00Z,2021-07-21T13:24:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/emtricitabine-tenofovir-disoproxil-zentiva
human,Vizimpro,"Carcinoma, Non-Small-Cell Lung",dacomitinib,dacomitinib monohydrate,4779,False,authorised,L01EB07,True,False,False,False,False,False,False,4/2/19,,Pfizer Europe MA EEIG,Antineoplastic agents,1/31/19,7/2/21,2.0,"Vizimpro, as monotherapy, is indicated for the first-line treatment of adult patients with locally advanced or metastatic non small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) activating mutations.",,2019-06-05T17:19:00Z,2021-07-21T12:27:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/vizimpro
human,Competact,"Diabetes Mellitus, Type 2","pioglitazone, metformin","pioglitazone, metformin hydrochloride",655,False,authorised,A10BD05,False,False,False,False,False,False,False,7/28/06,,CHEPLAPHARM Arzneimittel GmbH,Drugs used in diabetes,,6/21/21,20.0,"Competact is indicated in the treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.",,2016-12-12T01:00:00Z,2021-07-20T16:21:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/competact
human,Levemir,Diabetes Mellitus,insulin detemir,insulin detemir,528,False,authorised,A10AE05,False,False,False,False,False,False,False,6/1/04,,Novo Nordisk A/S,Drugs used in diabetes,2/26/04,4/9/21,29.0,"Treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.",,2018-04-09T00:00:00Z,2021-07-13T14:47:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levemir
human,Ribavirin Teva Pharma B.V.,"Hepatitis C, Chronic",ribavirin,ribavirin,1064,False,withdrawn,J05AP01,False,True,False,False,False,False,False,7/1/09,,Teva B.V.,Antivirals for systemic use,4/23/09,6/22/21,14.0,"Ribavirin Teva Pharma B.V. is indicated in combination with other medicinal products for the treatment ofchronic hepatitis C (CHC) in adults (see sections 4.2, 4.4, and 5.1).Ribavirin Teva Pharma B.V. is indicated in combination with other medicinal products for the treatment ofchronic hepatitis C (CHC) for paediatric patients (children 3 years of age and older and adolescents) notpreviously treated and without liver decompensation (see sections 4.2, 4.4 and 5.1).",,2016-11-04T01:00:00Z,2021-07-09T14:05:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ribavirin-teva-pharma-bv
human,Ribavirin Teva,"Hepatitis C, Chronic",ribavirin,ribavirin,1018,False,withdrawn,J05AB04,False,True,False,False,False,False,False,3/31/09,,Teva B.V.,Antivirals for systemic use,,6/22/21,15.0,"Ribavirin Teva is indicated for the treatment of chronic hepatitis C virus (HCV) infection in adults, children 3 years of age and older and adolescents and must only be used as part of a combination regimen with interferon alfa-2b. Ribavirin monotherapy must not be used.There is no safety or efficacy information on the use of Ribavirin with other forms of interferon (i.e. not alfa-2b).Naïve patients Adult patients Ribavirin Teva is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, with elevated alanine aminotransferase (ALT), who are positive for hepatitis C viral ribonucleic acid HCV-RNA.Paediatric patients (children 3 years of age and older and adolescents) Ribavirin Teva is indicated, in a combination regimen with interferon alfa­2b, for the treatment of children and adolescents 3 years of age and older, who have all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, and who are positive for HCV-RNA.When deciding not to defer treatment until adulthood, it is important to consider that the combination therapy induced a growth inhibition that may be irreversible in some patients. The reversibility of growth inhibition is uncertain. The decision to treat should be made on a case by case basis.Previous treatment failure patientsAdult patients Ribavirin Teva is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with chronic hepatitis C who have previously responded (with normalisation of ALT at the end of treatment) to interferon alpha monotherapy but who have subsequently relapsed.",,2016-11-14T01:00:00Z,2021-07-09T14:00:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ribavirin-teva
human,Baqsimi,Diabetes Mellitus,glucagon,glucagon,3848,False,authorised,H04AA01,False,False,False,False,False,False,False,12/16/19,,Eli Lilly Nederland B.V.,"Pancreatic hormones, Glycogenolytic hormones",,6/18/21,1.0,"Baqsimi is indicated for the treatment of severe hypoglycaemia in adults, adolescents, and children aged 4 years and over with diabetes mellitus.",,2020-02-06T15:50:00Z,2021-07-05T17:29:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/baqsimi
human,Trulicity,"Diabetes Mellitus, Type 2",dulaglutide,dulaglutide,2825,False,authorised,A10BJ05,False,False,False,False,False,False,False,11/21/14,,Eli Lilly Nederland B.V.,"Drugs used in diabetes, Blood glucose lowering drugs, excl. insulins",9/25/14,6/17/21,16.0,"Trulicity is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exerciseas monotherapy when metformin is considered inappropriate due to intolerance or contraindicationsin addition to other medicinal products for the treatment of diabetes.For study results with respect to combinations, effects on glycaemic control and cardiovascular events, and the populations studied, see sections 4.4, 4.5 and 5.1.",,2018-07-02T12:04:00Z,2021-07-05T16:18:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/trulicity
human,Lyumjev (previously Liumjev),Diabetes Mellitus,insulin lispro,insulin lispro,5037,False,authorised,A10AB04,True,False,False,False,False,False,False,3/24/20,,Eli Lilly Nederland B.V.,Drugs used in diabetes,1/30/20,6/9/21,4.0,Treatment of diabetes mellitus in adults.,,2020-04-16T16:56:00Z,2021-07-02T08:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lyumjev-previously-liumjev
human,Velcade,Multiple Myeloma,bortezomib,bortezomib,539,False,authorised,L01XG01,False,False,False,False,False,False,False,4/26/04,,Janssen-Cilag International NV,Antineoplastic agents,,5/13/21,45.0,"Velcade as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation.Velcade in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high dose chemotherapy with haematopoietic stem cell transplantation.Velcade in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high dose chemotherapy with haematopoietic stem cell transplantation.Velcade in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.",,2017-02-21T02:00:00Z,2021-06-04T16:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/velcade
human,PegIntron,"Hepatitis C, Chronic",peginterferon alfa-2b,peginterferon alfa-2b,280,False,withdrawn,L03AB10,False,False,False,False,False,False,False,5/24/00,,Merck Sharp & Dohme B.V.,"Immunostimulants,",,4/21/21,36.0,"Adults (tritherapy)PegIntron in combination with ribavirin and boceprevir (tritherapy) is indicated for the treatment of chronic-hepatitis-C (CHC) genotype-1 infection in adult patients (18 years of age and older) with compensated liver disease who are previously untreated or who have failed previous therapy.Please refer to the ribavirin and boceprevir summaries of product characteristics (SmPCs) when PegIntron is to be used in combination with these medicines.Adults (bitherapy and monotherapy)PegIntron is indicated for the treatment of adult patients (18 years of age and older) with CHC who are positive for hepatitis-C-virus RNA (HCV-RNA), including patients with compensated cirrhosis and / or co-infected with clinically stable HIV.PegIntron in combination with ribavirin (bitherapy) is indicated for the treatment of CHC infection in adult patients who are previously untreated including patients with clinically stable HIV co-infection and in adult patients who have failed previous treatment with interferon-alpha (pegylated or non-pegylated) and ribavirin combination therapy or interferon-alpha monotherapy.Interferon monotherapy, including PegIntron, is indicated mainly in case of intolerance or contraindication to ribavirin.Please refer to the ribavirin SmPC when PegIntron is to be used in combination with ribavirin.Paediatric population (bitherapy)PegIntron is indicated in a combination regimen with ribavirin for the treatment of children three years of age and older and adolescents who have CHC, previously untreated, without liver decompensation, and who are positive for HCV-RNA.When deciding not to defer treatment until adulthood, it is important to consider that the combination therapy induced a growth inhibition that may be irreversible in some patients. The decision to treat should be made on a case-by-case basis.Please refer to the ribavirin SmPC for capsules or oral solution when PegIntron is to be used in combination with ribavirin.",,2017-06-22T00:00:00Z,2021-06-03T14:52:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/pegintron
human,Pioglitazone Actavis,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,2324,False,authorised,A10BG03,False,True,False,False,False,False,False,3/15/12,,Actavis Group PTC ehf  ,Drugs used in diabetes,1/19/12,4/26/21,8.0,"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below:as monotherapyin adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance.as dual oral therapy in combination withmetformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin.a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea.as triple oral therapy in combination withmetformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance (see section 4.4).After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained (see section 4.4).",,2018-03-20T13:00:00Z,2021-05-27T11:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-actavis
human,Victoza,"Diabetes Mellitus, Type 2",liraglutide,liraglutide,1026,False,authorised,A10BJ02,False,False,False,False,False,False,False,6/30/09,,Novo Nordisk A/S,Drugs used in diabetes,4/23/09,9/24/20,22.0,"Victoza is indicated for the treatment of adults, adolescents and children aged 10 years and above with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exerciseas monotherapy when metformin is considered inappropriate due to intolerance or contraindicationsin addition to other medicinal products for the treatment of diabetes.For study results with respect to combinations, effects on glycaemic control and cardiovascular events, and the populations studied.",,2017-09-22T00:00:00Z,2021-04-29T11:21:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/victoza
